scenario,step,ecological_health,carbon_sink_capacity,soil_microbiome_health,water_cycle_stability,resource_circularity,technology_capacity,human_wellbeing,social_harmony,governance_quality,conflict_pressure,thermal_stress,sustainability_index
Human-Centered Growth,40,0.6175791039589941,0.4572738262320205,0.5104715963944313,0.6048883384194249,0.37931852311215586,0.4933624722963999,0.6247024848613872,0.5689124006854375,0.5536344696277296,0.42086362487710466,0.428915483639153,0.3220155801584891
Human-Centered Growth,41,0.6185244855369336,0.45425733815545993,0.504150056268318,0.6033286228259364,0.37750958411114616,0.4956396622910287,0.6246438018521513,0.5649700502381514,0.5522197298031039,0.42119297810352363,0.4313371139436733,0.31967229155289295
Human-Centered Growth,42,0.6211650083395488,0.4493403325803019,0.5029762463143649,0.6008892725975311,0.3767238384466215,0.49557966986018054,0.6217819192407466,0.5617991726931464,0.5494363338524648,0.427572992035504,0.4339555724414808,0.31569472487241007
Human-Centered Growth,43,0.6188330702000373,0.44681784184919043,0.5005654897413433,0.5990661664686647,0.37875217184670834,0.4980993746595848,0.6199177253427721,0.5585648172357505,0.5484979434216087,0.42542065176261123,0.43347068771086766,0.3151787874389258
Human-Centered Growth,44,0.622721214720838,0.4471654918271068,0.49788831584872806,0.5988420016094971,0.3801746721557954,0.5075785068020586,0.621367321214182,0.556232720097501,0.5461981090844275,0.42466156101301167,0.4364214053760152,0.315636853220536
Human-Centered Growth,45,0.620253909206543,0.4413735176172452,0.4944116271168148,0.5952991595114749,0.38434895542594055,0.510454416618329,0.6205645306019604,0.557118623692242,0.5459642694244612,0.4253930283409307,0.4420064347840434,0.3131266907982021
Human-Centered Growth,46,0.6217141288918564,0.4363546249792652,0.4918500351926529,0.5921696371335973,0.3823833559640119,0.5134627706080462,0.6235981194007065,0.552245309459581,0.5467006569597344,0.4265450425457273,0.44357332398935717,0.3114124793206124
Human-Centered Growth,47,0.6197607806787799,0.431678141079331,0.4897626478537644,0.589127497681454,0.3837242696155716,0.5135455595644974,0.6223318620208393,0.5483505470078606,0.5451567844079993,0.43051066821297085,0.44711468924106723,0.30764233729316803
Human-Centered Growth,48,0.61666535764054,0.4289218029412346,0.4890754197442609,0.5844053524768519,0.3856109900003315,0.5117834722096999,0.6226739642103056,0.5447324966901366,0.5411559667060083,0.42971442737049853,0.44974812594638963,0.3051371197395968
Human-Centered Growth,49,0.6173006350457078,0.4241595010246218,0.4881637458048979,0.5796996129873597,0.3862788304030369,0.5083562034439425,0.620570333388486,0.5427381507506579,0.5390436876055905,0.43140627259443326,0.4542971769683349,0.30149754877089696
Human-Centered Growth,50,0.6154327477411687,0.4228732940190085,0.48371211104151673,0.5793746540909315,0.3899619676443527,0.5011364883815885,0.618166584259545,0.5417980761872356,0.5382459564487421,0.43461031838472713,0.45562125223373,0.2986312051025067
Human-Centered Growth,51,0.6155921367800309,0.41960468303546244,0.48385574101104034,0.578499087914314,0.3914371729685031,0.5000920872654647,0.6163742413059939,0.5388291288564422,0.5386426265592701,0.43622970679652734,0.4587310773399606,0.296585015709936
Human-Centered Growth,52,0.6217327109056522,0.4184025711352277,0.4810228128263348,0.5795232484695476,0.39142102222246006,0.49417092679272745,0.6135357257319077,0.5329788558940008,0.5375461953623663,0.43872899735954407,0.46461424673784424,0.2930901966801223
Human-Centered Growth,53,0.6226277032491693,0.41502188825443326,0.48050235385455026,0.5737236055547811,0.3926922513386772,0.4966712533512002,0.6097536147147721,0.5331501769883361,0.5378298182127528,0.4403605917135297,0.4684085797684504,0.29080466996491305
Human-Centered Growth,54,0.6293667043359692,0.41245729084365584,0.4788316550949557,0.5714342504600366,0.39179256259974765,0.4993514098918967,0.6072184220243919,0.5311722276876343,0.5364807377647601,0.4437820706272577,0.4716057529039046,0.28872029530643706
Human-Centered Growth,55,0.6323972497947403,0.4085152922705153,0.4761302202739994,0.5681091202782668,0.39170397607959545,0.5006657150598551,0.6079049464508836,0.5271965508273972,0.537825388915137,0.44895552095595254,0.4749625779390565,0.2857369708262911
Human-Centered Growth,56,0.6379446769932104,0.40405739769399396,0.4714892112859643,0.5631896244574515,0.3954960647025738,0.5028179389734929,0.6069601955229765,0.525609621517169,0.5351795327448438,0.45631184538244135,0.47774642502536385,0.2823459061637904
Human-Centered Growth,57,0.6382278220240508,0.4025992093680419,0.47030003982908103,0.5622756203280339,0.3947151157916832,0.5044082417086251,0.6098773499384395,0.5261315260733315,0.5379711323033373,0.4577514428972756,0.47829355724589667,0.28226720078249845
Human-Centered Growth,58,0.6377976124216688,0.3998000341787048,0.4703364585683819,0.557528488681026,0.3985742164306045,0.5041240736744047,0.6081733930972792,0.5219340629941193,0.5342658057722046,0.46186351825942723,0.4809619041205567,0.27901966060704786
Human-Centered Growth,59,0.6339134718867516,0.39429109492553976,0.46750593341919777,0.5595004452034916,0.3988550337278773,0.4997859738439114,0.6068182697740127,0.5192030252998456,0.5284758730913814,0.4642264526533002,0.48302140901966595,0.27522682582309277
Human-Centered Growth,60,0.6359906413184706,0.39507458746219926,0.4676038466326665,0.5575986584637004,0.397441981910394,0.5076484326191179,0.6060755682714235,0.5170382045257116,0.5280310305580665,0.46709459114427787,0.48525575781752556,0.274412740733077
Human-Centered Growth,61,0.6342440751169338,0.39106278213746404,0.465379979427445,0.5551460529965498,0.3968162903450397,0.5081078784549838,0.6046983207908598,0.517844906729444,0.5223326599226265,0.4717552721882002,0.4902717486541068,0.2701191276695728
Human-Centered Growth,62,0.6279920673231597,0.387446190290682,0.4624674834166351,0.5509590216744374,0.3960606569698579,0.5048878142181995,0.6073208578150008,0.5175009976991743,0.5244792703121547,0.4756741370459745,0.4905383723233085,0.2672373570709348
Human-Centered Growth,63,0.626379113094019,0.3854903355506353,0.4578507102024204,0.5510113976478762,0.3963800061735417,0.5038857481471115,0.6078514086767258,0.5161625019110085,0.5233605704808988,0.4804694360822221,0.4909005896607005,0.2647543593291846
Human-Centered Growth,64,0.6281907199765872,0.3837457385785229,0.45506236061975025,0.5502918544123371,0.3946777790207711,0.5067746320571367,0.6065837710613106,0.5128756475617238,0.5250611640620849,0.4815356875370745,0.4906100537331484,0.26399286105469155
Human-Centered Growth,65,0.6234676102462231,0.38201704046273127,0.4503237436132009,0.5524249103865521,0.3913139202050037,0.5119893069823171,0.6061078864908384,0.5104376142753718,0.5235734134113221,0.48481038635236734,0.4930652076240527,0.2612705955140684
Human-Centered Growth,66,0.6266906550943228,0.37931154613575346,0.44845239031529444,0.5503243766172187,0.3920000289575616,0.5130305793560499,0.6017853641910977,0.5054868122721033,0.524661038961822,0.4876274561896614,0.4952268409165983,0.25892451371245995
Human-Centered Growth,67,0.6266659571830946,0.37707270805656135,0.44520086967760525,0.5473944331235973,0.393191719467757,0.5102187662180139,0.6016917894838542,0.4998187626950587,0.5263193139890123,0.4910463318404985,0.49826707032186474,0.2557354627810264
Human-Centered Growth,68,0.6295459473296087,0.3774757034348787,0.4450627925128348,0.5423422306082636,0.3914325655342856,0.5084759070548718,0.600826955322537,0.49858094174047546,0.5244675425510534,0.4938953978269016,0.4992865853785169,0.25372790265295747
Human-Centered Growth,69,0.6276257195759757,0.3717303952522918,0.44104605231584976,0.538266487116607,0.390280819028331,0.5117591701574504,0.5980072056591546,0.5015640196766695,0.5250544911567505,0.49674001558313463,0.5001015328353204,0.251382319555284
Human-Centered Growth,70,0.629629457404486,0.3676513414603657,0.4391234049684685,0.542016285650549,0.39088869922888175,0.5153322625920912,0.5956779718436421,0.49920382264892615,0.5281959331925513,0.49795788553436654,0.5062573635122397,0.2498038742927886
Human-Centered Growth,71,0.6316616002031412,0.3636028972690038,0.4382252113269452,0.5425930561500057,0.39293231915331617,0.5107625680983825,0.5932956394954938,0.49641491172122004,0.5276463493166954,0.5016715833801512,0.5091412467311222,0.24697840944264882
Human-Centered Growth,72,0.627584890318544,0.36143122124068466,0.4372760356200862,0.5423402219361864,0.39589388060442543,0.5134025663086127,0.5932787917408806,0.49396956554816224,0.5239232213627731,0.5050068965970536,0.5120815494487231,0.24451682123081758
Human-Centered Growth,73,0.6283585656361744,0.35594727707688006,0.4329449679574148,0.5430748862084884,0.39661477029671216,0.5155666845075444,0.5923956294020898,0.49171405713736255,0.5253981317861527,0.5064494090088326,0.514797853278249,0.24268984776254288
Human-Centered Growth,74,0.6269378874730264,0.3521448541857088,0.43015511190792893,0.5421460916392289,0.39645727305338524,0.5194609435431957,0.5896662067838304,0.4890209656220133,0.5241164738627289,0.5118192483036773,0.5177152141036081,0.23929480751718385
Human-Centered Growth,75,0.6299979938219661,0.346246729226661,0.428523208828547,0.5425553512242978,0.3974218410319361,0.5227779670377053,0.5876847128578724,0.4895042027574734,0.528312170950519,0.5135652590118475,0.5193473028515682,0.23877454594936592
Human-Centered Growth,76,0.6343323656636385,0.34648797148601607,0.425319287032435,0.5403493099557697,0.39765827181421515,0.5188861763593551,0.5848958369525163,0.48515522544693374,0.5263736068654001,0.5159695156302085,0.5223385423904642,0.2359183245588629
Human-Centered Growth,77,0.6389604498602228,0.341583080349245,0.42513806063913656,0.5385602927171789,0.39835934439491033,0.5210425028701818,0.5816978200828646,0.4835721363924112,0.5263032257091047,0.5194281149325157,0.5254388484650059,0.23380736059675922
Human-Centered Growth,78,0.6463099437239046,0.3374148512625626,0.42193942462783596,0.5359603216080533,0.3980483901565898,0.5192618576168078,0.5831182458759839,0.48405486054359337,0.5247585440937145,0.5202386452422135,0.5289040215095908,0.23225504881305403
Human-Centered Growth,79,0.6446337584926276,0.33578444579090816,0.42020561143482527,0.5315734671365515,0.40194340055925,0.5247732833565628,0.5809370950225377,0.48091874148799474,0.5249264586234619,0.5233826323635641,0.5327387779742654,0.22993589873828918
Human-Centered Growth,80,0.6506838061145191,0.33254698732876053,0.41648024779675447,0.527465512486637,0.40128154047936615,0.5247985347310586,0.5835670920253825,0.4775133709928317,0.5249695372009383,0.5258248170342177,0.5376340266725864,0.22739158120177094
Human-Centered Growth,81,0.6582774187969337,0.32861763236239344,0.41338626826555247,0.528212111659572,0.4034453234586188,0.5304635043942714,0.5837788944039402,0.4744173123601549,0.525745730324795,0.5305164784650587,0.5417908566468308,0.22596141022494226
Human-Centered Growth,82,0.6598336941248417,0.32788663249923394,0.41361256009586855,0.5296362633357721,0.4055427432337981,0.5300908788049448,0.5831072866852768,0.4744387808577764,0.5237067467389921,0.5337301183360655,0.5435175277302956,0.22489426474746577
Human-Centered Growth,83,0.6599753560259841,0.32757948447210317,0.4118827138727551,0.5283891117881104,0.40362303095183827,0.5324481732367213,0.5834287422596878,0.47636409994937906,0.5226864630890761,0.5366457325283044,0.5465319474605749,0.22324748840785302
Human-Centered Growth,84,0.6647439461747929,0.3245348556942963,0.41033729602741037,0.5282696487537184,0.404796249198151,0.5312223047085151,0.5828427433999732,0.4761014262515137,0.5202286527755043,0.5393914432238227,0.5476459503316587,0.22191588749822688
Human-Centered Growth,85,0.668377048553549,0.3186420736866912,0.4071225310202636,0.527692449552401,0.4087272972566197,0.5311261971891735,0.5807542320897395,0.47744556606072336,0.516928114087884,0.5374769031964947,0.5510355064750574,0.2208513986373392
Human-Centered Growth,86,0.6669581588530573,0.3137502201860212,0.4064397686007978,0.5268470091387966,0.40839913999514627,0.5273699245636002,0.5815212200510415,0.47633353770705117,0.5163250290678667,0.5436538521595221,0.551405257974411,0.21778455670689206
Human-Centered Growth,87,0.6624655747402345,0.30950758175321325,0.40424103460261923,0.5259961536121822,0.4087166678794336,0.5285077158984823,0.5780267491796934,0.4767901053587191,0.5157560847321534,0.5483726877379662,0.554600248665711,0.21425761787205083
Human-Centered Growth,88,0.6639230010764903,0.30779135461593826,0.4030315131245915,0.5259455221329938,0.4121749729396985,0.5291760598312475,0.5784451175177441,0.47416551590693073,0.5182311522662337,0.5495016719815814,0.560707519564005,0.21276816982603325
Human-Centered Growth,89,0.6639242769539542,0.30207404539330546,0.4011827856529302,0.5232473430949981,0.41465626003767597,0.5273093436546714,0.5765493607069043,0.4679379294290949,0.5169201272136215,0.5471369932011099,0.5600421264049883,0.21140538366927053
Human-Centered Growth,90,0.6663520835227638,0.300794985086005,0.3999331345268411,0.5199797428922625,0.41536083732539203,0.5273831366734678,0.5732351222890409,0.46850331505302584,0.5182685524577835,0.5491767963009928,0.5625974650781869,0.20981320241371426
Human-Centered Growth,91,0.6671308403198604,0.29386249011382815,0.39733961527437567,0.5172829052365867,0.4141575973056022,0.5266311785570987,0.5758286555711276,0.46733747038665685,0.5167196619722952,0.5528052422017328,0.5678991868345921,0.20607838326730005
Human-Centered Growth,92,0.6700463173416547,0.291138848120086,0.39395182509017945,0.5173493981811556,0.4157445680764457,0.5294003565270433,0.5760934298181135,0.4669781600906903,0.5152425871811923,0.5579247877458202,0.5707954925622851,0.20403609552592494
Human-Centered Growth,93,0.6764295456402949,0.28693097452975147,0.39534132587866244,0.5164216492937213,0.41524173206921683,0.5280249119607863,0.5744386988513401,0.46535271762025665,0.5158813287007874,0.5592615064092422,0.5732484932992802,0.20287948724451577
Human-Centered Growth,94,0.6830087740368226,0.2875703792954302,0.39414338901127677,0.5151806650240945,0.41628179472265336,0.5299448725224815,0.5713809005544594,0.46236018002618223,0.5121366325890375,0.5625478160218637,0.5770433470250185,0.2008808301029948
Human-Centered Growth,95,0.6817220325971509,0.28789996909046434,0.38961895734394697,0.5109336372962721,0.41753069835977336,0.533146850593263,0.5737319527004748,0.4589547680523787,0.5138857852095107,0.5649569132976527,0.5791970555871051,0.19923091347250332
Human-Centered Growth,96,0.6845483193932086,0.2863921663180169,0.38439836000488625,0.5125712663151171,0.4210908810680683,0.531339591414782,0.5735017643576131,0.45744795768505125,0.5139986223326956,0.5663423043676292,0.5803484997939473,0.19835940216954362
Human-Centered Growth,97,0.6846825659909149,0.2859254577451165,0.3834179889328587,0.5105147202169358,0.423434278489365,0.5228639566645552,0.5747680094696497,0.45146950321439216,0.5128640343505322,0.5665901005440264,0.5802510157083183,0.19661644483406066
Human-Centered Growth,98,0.6883993891379442,0.2821856940596824,0.38205011559676844,0.5091092784483154,0.4251883601438113,0.5231587425094886,0.5711721515393041,0.45096226655165433,0.5114667136375199,0.5659654700330693,0.5818845593542139,0.1956700161670113
Human-Centered Growth,99,0.6931535521112853,0.2810917600033431,0.379300487721753,0.5071039165917899,0.42534509004137655,0.5294463200283587,0.5709145676581737,0.44932445343593724,0.5131171454362708,0.5689299312056861,0.5838560609545229,0.19500320118531317
Human-Centered Growth,100,0.6928179534644441,0.2781534751867904,0.3771731155649693,0.5072519936325284,0.42624898181299115,0.5317098259871867,0.569727410575394,0.44697493402295235,0.5087101390540113,0.5732538764160371,0.5870375391281433,0.19201246048076248
Human-Centered Growth,101,0.696074473612153,0.26957272082498857,0.3793027990270326,0.5056688888498302,0.4292653474464662,0.5286336589010802,0.5699175910729334,0.44234834126735695,0.5070510708008732,0.5795748880529699,0.5891410559096808,0.1886915575429723
Human-Centered Growth,102,0.6970194257061568,0.26852659708034904,0.3782487977692489,0.5046667460858235,0.4307952694513987,0.5358791610107992,0.5687605657731366,0.44021181469662796,0.5087404219558278,0.58427719949693,0.5939981621974599,0.18685880396855453
Human-Centered Growth,103,0.6992435690667583,0.2634589987499283,0.3794742992581712,0.501073298868853,0.4322005403818768,0.5336600355705203,0.5675803223154933,0.4383165079187441,0.5089707996883122,0.5876120702057124,0.5997069440871189,0.1836122877399764
Human-Centered Growth,104,0.7009261773751191,0.26019263045183477,0.37936414071402313,0.5021531660240773,0.4305453247516028,0.5354970897785114,0.5679262581113453,0.43515854470140697,0.5113092450238758,0.5898006497866235,0.6024414426043601,0.1822808743391205
Human-Centered Growth,105,0.7007124151497836,0.2574452846188122,0.37513287288750236,0.4979737766740385,0.43453433487805276,0.5330127519586757,0.5648806029012436,0.42828236252483964,0.5096169780010017,0.5896448532218075,0.608204031722779,0.1784923764965145
Human-Centered Growth,106,0.704087209766592,0.25329756706896667,0.37760510147577087,0.4986413948577883,0.43468467211103556,0.5255626197040599,0.5683954876801396,0.422934283031647,0.5059107673636942,0.5941840833184631,0.6155619149289243,0.17435451188923035
Human-Centered Growth,107,0.7085868749432339,0.2516634177464522,0.37677006653399925,0.49905681285029213,0.4370025292906091,0.5264357478127866,0.5675305344133811,0.42022654452589253,0.5039868834948661,0.5961187462812346,0.6146515982653847,0.17411401515351327
Human-Centered Growth,108,0.7086618813557557,0.24692442548299742,0.37253847928600803,0.4981252630339548,0.4405865338632983,0.5292106320482678,0.563314562065821,0.41565893201390813,0.5054515576572454,0.5966483199365008,0.6166736281247547,0.1722775426299369
Human-Centered Growth,109,0.7107179029914623,0.24223024416955222,0.37072852252368454,0.4941679299471099,0.4401837985753959,0.5301972356389816,0.5590542588037419,0.41394993653001944,0.5049950720466981,0.6002483047732884,0.6195932358345935,0.16906460387321248
Human-Centered Growth,110,0.7152121622671378,0.23973263871560901,0.3678570933335149,0.4931277371154416,0.4420703946334687,0.5303687912101922,0.5580560860825916,0.409945208240086,0.5032512592532443,0.5999398429704358,0.6255619048474071,0.16691582647345998
Human-Centered Growth,111,0.7119012765072986,0.23559182100068252,0.3644017011000896,0.49362948714583776,0.4422804952768847,0.5341282737244796,0.5556318833415709,0.4079033770356223,0.5011621458221319,0.6067289790801604,0.6256559714150159,0.1637515913711612
Human-Centered Growth,112,0.7132535435907486,0.23410720720408726,0.36321315567345597,0.4919721653716731,0.4428208538774179,0.5342655188695276,0.5542477978898651,0.4072109483319716,0.5051646340149811,0.6081088308761298,0.6253849804312049,0.1634327499313583
Human-Centered Growth,113,0.7134169059844689,0.23651480138196326,0.35958995696828855,0.4939638158885457,0.4469762555055708,0.5326305773144784,0.554291688456028,0.40784341508560024,0.5039879472160234,0.610197682208709,0.6266852470967009,0.16291430809597723
Human-Centered Growth,114,0.710842398347446,0.23245901532836089,0.35512159275178945,0.4927428252234116,0.4462363090434535,0.5333518747859307,0.5500810623782885,0.40587458250340297,0.5052361800557419,0.6087049747435104,0.629897876665544,0.16056549163860595
Human-Centered Growth,115,0.7149877684153004,0.2272912076046506,0.3564537155086124,0.492295851010559,0.4456262853319367,0.5332107484532362,0.5501036193483944,0.4034004783619973,0.5058943721363071,0.6093577331852154,0.6327018467712178,0.15940333236322435
